run	year	tschg	area
2	11	61	763600
2	11	NA	1562600
2	12	1	4800
2	12	2	11900
2	12	3	1900
2	12	4	8100
2	12	5	2900
2	12	6	2300
2	12	7	3600
2	12	8	4500
2	12	9	3600
2	12	10	3600
2	12	11	7400
2	12	12	1600
2	12	62	761600
2	12	NA	1559900
2	13	1	2600
2	13	2	4800
2	13	3	11900
2	13	4	1900
2	13	5	8100
2	13	6	2900
2	13	7	2300
2	13	8	3600
2	13	9	4400
2	13	10	3600
2	13	11	3600
2	13	12	7400
2	13	13	1600
2	13	63	761100
2	13	NA	1557900
2	14	1	5300
2	14	2	2600
2	14	3	4800
2	14	4	11900
2	14	5	1900
2	14	6	8000
2	14	7	2800
2	14	8	2300
2	14	9	3600
2	14	10	4400
2	14	11	3600
2	14	12	3600
2	14	13	7400
2	14	14	1600
2	14	64	759500
2	14	NA	1554400
2	15	1	2700
2	15	2	5300
2	15	3	2600
2	15	4	4800
2	15	5	11800
2	15	6	1900
2	15	7	8000
2	15	8	2800
2	15	9	2300
2	15	10	3600
2	15	11	4400
2	15	12	3600
2	15	13	3600
2	15	14	7400
2	15	15	1600
2	15	65	758300
2	15	NA	1553000
2	16	1	2900
2	16	2	2700
2	16	3	5300
2	16	4	2600
2	16	5	4800
2	16	6	11800
2	16	7	1800
2	16	8	8000
2	16	9	2800
2	16	10	2300
2	16	11	3600
2	16	12	4400
2	16	13	3600
2	16	14	3600
2	16	15	7400
2	16	16	1600
2	16	66	757300
2	16	NA	1551200
2	17	1	5600
2	17	2	2900
2	17	3	2700
2	17	4	5200
2	17	5	2600
2	17	6	4800
2	17	7	11500
2	17	8	1800
2	17	9	8000
2	17	10	2700
2	17	11	2300
2	17	12	3600
2	17	13	4400
2	17	14	3600
2	17	15	3600
2	17	16	7400
2	17	17	1600
2	17	67	754500
2	17	NA	1548900
2	18	1	2700
2	18	2	5600
2	18	3	2900
2	18	4	2700
2	18	5	5200
2	18	6	2600
2	18	7	4800
2	18	8	11500
2	18	9	1800
2	18	10	8000
2	18	11	2700
2	18	12	2300
2	18	13	3600
2	18	14	4400
2	18	15	3600
2	18	16	3600
2	18	17	7400
2	18	18	1600
2	18	68	753100
2	18	NA	1547600
2	19	1	23000
2	19	2	2700
2	19	3	5400
2	19	4	2900
2	19	5	2700
2	19	6	5000
2	19	7	2500
2	19	8	4800
2	19	9	11100
2	19	10	1700
2	19	11	7900
2	19	12	2700
2	19	13	2300
2	19	14	3600
2	19	15	4300
2	19	16	3300
2	19	17	3500
2	19	18	7200
2	19	19	1600
2	19	69	743200
2	19	NA	1536300
2	20	1	4800
2	20	2	22900
2	20	3	2700
2	20	4	5400
2	20	5	2900
2	20	6	2700
2	20	7	4900
2	20	8	2400
2	20	9	4800
2	20	10	11100
2	20	11	1700
2	20	12	7900
2	20	13	2700
2	20	14	2300
2	20	15	3600
2	20	16	4300
2	20	17	3300
2	20	18	3500
2	20	19	7200
2	20	20	1600
2	20	70	741500
2	20	NA	1533500
3	0	50	787400
3	0	NA	1590300
3	1	1	3900
3	1	51	784900
3	1	NA	1588900
3	2	1	2300
3	2	2	3900
3	2	52	783900
3	2	NA	1587600
3	3	1	7300
3	3	2	2300
3	3	3	3900
3	3	53	780700
3	3	NA	1583500
3	4	1	1300
3	4	2	7300
3	4	3	2300
3	4	4	3900
3	4	54	780100
3	4	NA	1582800
3	5	1	8500
3	5	2	1300
3	5	3	7300
3	5	4	2300
3	5	5	3900
3	5	55	775600
3	5	NA	1578800
3	6	1	1800
3	6	2	8500
3	6	3	1300
3	6	4	7300
3	6	5	2300
3	6	6	3900
3	6	56	774900
3	6	NA	1577700
3	7	1	3200
3	7	2	1800
3	7	3	8500
3	7	4	1300
3	7	5	7300
3	7	6	2300
3	7	7	3900
3	7	57	773200
3	7	NA	1576200
3	8	1	5700
3	8	2	3200
3	8	3	1800
3	8	4	8500
3	8	5	1300
3	8	6	7300
3	8	7	2300
3	8	8	3900
3	8	58	769900
3	8	NA	1573800
3	9	1	9600
3	9	2	5700
3	9	3	3200
3	9	4	1800
3	9	5	8500
3	9	6	1300
3	9	7	7300
3	9	8	2300
3	9	9	3900
3	9	59	765800
3	9	NA	1568300
3	10	1	3800
3	10	2	9600
3	10	3	5700
3	10	4	3200
3	10	5	1800
3	10	6	8500
3	10	7	1300
3	10	8	7200
3	10	9	2300
3	10	10	3900
3	10	60	764400
3	10	NA	1566000
3	11	1	2600
3	11	2	3800
3	11	3	9400
3	11	4	5700
3	11	5	3200
3	11	6	1800
3	11	7	8500
3	11	8	1300
3	11	9	7200
3	11	10	2300
3	11	11	3900
3	11	61	763100
3	11	NA	1564900
3	12	1	3100
3	12	2	2500
3	12	3	3800
3	12	4	9400
3	12	5	5700
3	12	6	3200
3	12	7	1800
3	12	8	8500
3	12	9	1300
3	12	10	7200
3	12	11	2300
3	12	12	3900
3	12	62	761800
3	12	NA	1563200
3	13	1	3600
3	13	2	3100
3	13	3	2500
3	13	4	3800
3	13	5	9400
3	13	6	5700
3	13	7	3200
3	13	8	1800
3	13	9	8500
3	13	10	1300
3	13	11	7100
3	13	12	2300
3	13	13	3900
3	13	63	760200
3	13	NA	1561300
3	14	1	6100
3	14	2	3600
3	14	3	3100
3	14	4	2500
3	14	5	3800
3	14	6	9400
3	14	7	5700
3	14	8	3200
3	14	9	1800
3	14	10	8500
3	14	11	1300
3	14	12	7100
3	14	13	2300
3	14	14	3900
3	14	64	757300
3	14	NA	1558100
3	15	1	5000
3	15	2	6100
3	15	3	3600
3	15	4	3100
3	15	5	2500
3	15	6	3800
3	15	7	9400
3	15	8	5600
3	15	9	3200
3	15	10	1800
3	15	11	8500
3	15	12	1300
3	15	13	7100
3	15	14	2300
3	15	15	3800
3	15	65	755700
3	15	NA	1554900
3	16	1	1700
3	16	2	4900
3	16	3	6100
3	16	4	3600
3	16	5	3000
3	16	6	2500
3	16	7	3800
3	16	8	9400
3	16	9	5600
3	16	10	3200
3	16	11	1800
3	16	12	8500
3	16	13	1300
3	16	14	7100
3	16	15	2300
3	16	16	3800
3	16	66	754900
3	16	NA	1554200
3	17	1	1400
3	17	2	1700
3	17	3	4900
3	17	4	6100
3	17	5	3600
3	17	6	3000
3	17	7	2500
3	17	8	3800
3	17	9	9400
3	17	10	5600
3	17	11	3200
3	17	12	1800
3	17	13	8500
3	17	14	1300
3	17	15	7100
3	17	16	2300
3	17	17	3800
3	17	67	754200
3	17	NA	1553500
3	18	1	1200
3	18	2	1400
3	18	3	1700
3	18	4	4900
3	18	5	6100
3	18	6	3600
3	18	7	3000
3	18	8	2500
3	18	9	3800
3	18	10	9400
3	18	11	5600
3	18	12	3200
3	18	13	1800
3	18	14	8500
3	18	15	1300
3	18	16	7100
3	18	17	2300
3	18	18	3800
3	18	68	753600
3	18	NA	1552900
3	19	1	7600
3	19	2	1200
3	19	3	1400
3	19	4	1700
3	19	5	4900
3	19	6	5900
3	19	7	3600
3	19	8	2900
3	19	9	2500
3	19	10	3800
3	19	11	9300
3	19	12	5600
3	19	13	3100
3	19	14	1800
3	19	15	8400
3	19	16	1300
3	19	17	7000
3	19	18	2300
3	19	19	3800
3	19	69	750800
3	19	NA	1548800
3	20	1	3500
3	20	2	7600
3	20	3	1200
3	20	4	1400
3	20	5	1700
3	20	6	4900
3	20	7	5800
3	20	8	3500
3	20	9	2800
3	20	10	2500
3	20	11	3800
3	20	12	9300
3	20	13	5600
3	20	14	3100
3	20	15	1800
3	20	16	8400
3	20	17	1300
3	20	18	7000
3	20	19	2300
3	20	20	3800
3	20	70	749200
3	20	NA	1547200
4	0	50	787400
4	0	NA	1590300
4	1	1	20400
4	1	51	777700
4	1	NA	1579600
4	2	1	3500
4	2	2	20400
4	2	52	776600
4	2	NA	1577200
4	3	1	4400
4	3	2	3300
4	3	3	20400
4	3	53	775100
4	3	NA	1574500
4	4	1	2600
4	4	2	4300
4	4	3	3300
4	4	4	20400
4	4	54	773800
4	4	NA	1573300
4	5	1	2200
4	5	2	2400
4	5	3	4300
4	5	4	3300
4	5	5	20300
4	5	55	773200
4	5	NA	1572000
4	6	1	6500
4	6	2	2200
4	6	3	2400
4	6	4	4300
4	6	5	3300
4	6	6	20300
4	6	56	770400
4	6	NA	1568300
4	7	1	9400
4	7	2	6400
4	7	3	2200
4	7	4	2400
4	7	5	4300
4	7	6	3300
4	7	7	20200
4	7	57	765900
4	7	NA	1563600
4	8	1	9500
4	8	2	9300
4	8	3	6400
4	8	4	2200
4	8	5	2400
4	8	6	4300
4	8	7	3300
4	8	8	19700
4	8	58	761400
4	8	NA	1559200
4	9	1	6400
4	9	2	9500
4	9	3	9200
4	9	4	6400
4	9	5	2200
4	9	6	2400
4	9	7	4300
4	9	8	3300
4	9	9	19600
4	9	59	758200
4	9	NA	1556200
4	10	1	2200
4	10	2	6400
4	10	3	9500
4	10	4	9200
4	10	5	6400
4	10	6	2200
4	10	7	2400
4	10	8	4300
4	10	9	3300
4	10	10	19600
4	10	60	757300
4	10	NA	1554900
4	11	1	1300
4	11	2	2200
4	11	3	6400
4	11	4	9500
4	11	5	9200
4	11	6	6400
4	11	7	2200
4	11	8	2400
4	11	9	4300
4	11	10	3300
4	11	11	19600
4	11	61	756900
4	11	NA	1554000
4	12	1	3300
4	12	2	1300
4	12	3	2200
4	12	4	6400
4	12	5	9500
4	12	6	9100
4	12	7	6400
4	12	8	2200
4	12	9	2400
4	12	10	4300
4	12	11	3300
4	12	12	19600
4	12	62	755400
4	12	NA	1552300
4	13	1	3800
4	13	2	3300
4	13	3	1300
4	13	4	2200
4	13	5	6400
4	13	6	9400
4	13	7	9000
4	13	8	6400
4	13	9	2200
4	13	10	2400
4	13	11	4300
4	13	12	3300
4	13	13	19600
4	13	63	753600
4	13	NA	1550500
4	14	1	4200
4	14	2	3800
4	14	3	3300
4	14	4	1300
4	14	5	2200
4	14	6	6400
4	14	7	9400
4	14	8	9000
4	14	9	6400
4	14	10	2100
4	14	11	2400
4	14	12	4300
4	14	13	3300
4	14	14	19600
4	14	64	751700
4	14	NA	1548300
4	15	1	1200
4	15	2	4200
4	15	3	3800
4	15	4	3300
4	15	5	1300
4	15	6	2200
4	15	7	6400
4	15	8	9400
4	15	9	9000
4	15	10	6400
4	15	11	2100
4	15	12	2400
4	15	13	4300
4	15	14	3300
4	15	15	19600
4	15	65	751100
4	15	NA	1547700
4	16	1	22000
4	16	2	1100
4	16	3	4200
4	16	4	3700
4	16	5	3300
4	16	6	1300
4	16	7	2100
4	16	8	6300
4	16	9	9100
4	16	10	8800
4	16	11	6400
4	16	12	2100
4	16	13	2400
4	16	14	4200
4	16	15	3300
4	16	16	18600
4	16	66	741400
4	16	NA	1537400
4	17	1	3400
4	17	2	22000
4	17	3	1100
4	17	4	4000
4	17	5	3700
4	17	6	3300
4	17	7	1300
4	17	8	2100
4	17	9	6300
4	17	10	9100
4	17	11	8800
4	17	12	6400
4	17	13	2100
4	17	14	2400
4	17	15	4200
4	17	16	3300
4	17	17	18600
4	17	67	739700
4	17	NA	1535900
4	18	1	2000
4	18	2	3400
4	18	3	22000
4	18	4	1100
4	18	5	4000
4	18	6	3700
4	18	7	3300
4	18	8	1300
4	18	9	2100
4	18	10	6300
4	18	11	9100
4	18	12	8800
4	18	13	6400
4	18	14	2100
4	18	15	2400
4	18	16	4200
4	18	17	3300
4	18	18	18600
4	18	68	739100
4	18	NA	1534500
4	19	1	5400
4	19	2	2000
4	19	3	3400
4	19	4	21700
4	19	5	1000
4	19	6	4000
4	19	7	3700
4	19	8	3300
4	19	9	1300
4	19	10	2100
4	19	11	6300
4	19	12	9100
4	19	13	8800
4	19	14	6300
4	19	15	2100
4	19	16	2400
4	19	17	4200
4	19	18	3300
4	19	19	18600
4	19	69	737000
4	19	NA	1531700
4	20	1	7400
4	20	2	5400
4	20	3	2000
4	20	4	3400
4	20	5	21400
4	20	6	1000
4	20	7	3900
4	20	8	3700
4	20	9	3200
4	20	10	1300
4	20	11	2100
4	20	12	6300
4	20	13	9000
4	20	14	8700
4	20	15	6300
4	20	16	2000
4	20	17	2400
4	20	18	4200
4	20	19	3300
4	20	20	18600
4	20	70	733500
4	20	NA	1528600
5	0	50	787400
5	0	NA	1590300
5	1	1	5600
5	1	51	784700
5	1	NA	1587400
5	2	1	3400
5	2	2	5600
5	2	52	783400
5	2	NA	1585300
5	3	1	3800
5	3	2	3400
5	3	3	5600
5	3	53	780900
5	3	NA	1584000
5	4	1	500
5	4	2	3800
5	4	3	3400
5	4	4	5600
5	4	54	780700
5	4	NA	1583700
5	5	1	3300
5	5	2	500
5	5	3	3800
5	5	4	3400
5	5	5	5500
5	5	55	779300
5	5	NA	1581900
5	6	1	3600
5	6	2	3300
5	6	3	500
5	6	4	3800
5	6	5	3400
5	6	6	5500
5	6	56	777300
5	6	NA	1580300
5	7	1	5400
5	7	2	3500
5	7	3	3300
5	7	4	500
5	7	5	3800
5	7	6	3400
5	7	7	5400
5	7	57	775100
5	7	NA	1577300
5	8	1	1000
5	8	2	5400
5	8	3	3500
5	8	4	3300
5	8	5	500
5	8	6	3800
5	8	7	3400
5	8	8	5300
5	8	58	774700
5	8	NA	1576800
5	9	1	13400
5	9	2	1000
5	9	3	5400
5	9	4	3500
5	9	5	3300
5	9	6	500
5	9	7	3700
5	9	8	3400
5	9	9	5300
5	9	59	769200
5	9	NA	1569000
5	10	1	4700
5	10	2	13400
5	10	3	1000
5	10	4	5400
5	10	5	3500
5	10	6	3300
5	10	7	500
5	10	8	3700
5	10	9	3400
5	10	10	5200
5	10	60	768000
5	10	NA	1565600
5	11	1	13700
5	11	2	4600
5	11	3	13200
5	11	4	1000
5	11	5	5400
5	11	6	3500
5	11	7	3300
5	11	8	500
5	11	9	3700
5	11	10	3400
5	11	11	5200
5	11	61	762700
5	11	NA	1557500
5	12	1	2800
5	12	2	13700
5	12	3	4600
5	12	4	13200
5	12	5	1000
5	12	6	5400
5	12	7	3500
5	12	8	3300
5	12	9	500
5	12	10	3700
5	12	11	3400
5	12	12	5200
5	12	62	761300
5	12	NA	1556100
5	13	1	5600
5	13	2	2800
5	13	3	13700
5	13	4	4600
5	13	5	13100
5	13	6	1000
5	13	7	5400
5	13	8	3500
5	13	9	3200
5	13	10	500
5	13	11	3700
5	13	12	3400
5	13	13	5200
5	13	63	759200
5	13	NA	1552800
5	14	1	4000
5	14	2	5600
5	14	3	2800
5	14	4	13700
5	14	5	4600
5	14	6	13000
5	14	7	900
5	14	8	5400
5	14	9	3500
5	14	10	3200
5	14	11	500
5	14	12	3700
5	14	13	3400
5	14	14	5200
5	14	64	757900
5	14	NA	1550300
5	15	1	7700
5	15	2	4000
5	15	3	5600
5	15	4	2800
5	15	5	13600
5	15	6	4600
5	15	7	12700
5	15	8	900
5	15	9	5400
5	15	10	3400
5	15	11	3200
5	15	12	500
5	15	13	3700
5	15	14	3400
5	15	15	5200
5	15	65	754600
5	15	NA	1546400
5	16	1	4200
5	16	2	7700
5	16	3	4000
5	16	4	5600
5	16	5	2800
5	16	6	13500
5	16	7	4600
5	16	8	12700
5	16	9	900
5	16	10	5400
5	16	11	3400
5	16	12	3200
5	16	13	500
5	16	14	3700
5	16	15	3400
5	16	16	5200
5	16	66	752900
5	16	NA	1544000
5	17	1	700
5	17	2	4200
5	17	3	7700
5	17	4	4000
5	17	5	5600
5	17	6	2800
5	17	7	13500
5	17	8	4600
5	17	9	12700
5	17	10	900
5	17	11	5300
5	17	12	3400
5	17	13	3200
5	17	14	500
5	17	15	3700
5	17	16	3300
5	17	17	5200
5	17	67	752500
5	17	NA	1543900
5	18	1	3400
5	18	2	700
5	18	3	4200
5	18	4	7700
5	18	5	4000
5	18	6	5500
5	18	7	2800
5	18	8	13500
5	18	9	4600
5	18	10	12700
5	18	11	900
5	18	12	5200
5	18	13	3300
5	18	14	3200
5	18	15	500
5	18	16	3700
5	18	17	3300
5	18	18	5200
5	18	68	751300
5	18	NA	1542000
5	19	1	7800
5	19	2	3400
5	19	3	600
5	19	4	4200
5	19	5	7700
5	19	6	3900
5	19	7	5500
5	19	8	2800
5	19	9	13500
5	19	10	4500
5	19	11	12700
5	19	12	900
5	19	13	5200
5	19	14	3300
5	19	15	3100
5	19	16	500
5	19	17	3600
5	19	18	3300
5	19	19	5200
5	19	69	747500
5	19	NA	1538500
5	20	1	4800
5	20	2	7700
5	20	3	3400
5	20	4	600
5	20	5	4200
5	20	6	7600
5	20	7	3900
5	20	8	5500
5	20	9	2800
5	20	10	13300
5	20	11	4500
5	20	12	12600
5	20	13	900
5	20	14	5200
5	20	15	3300
5	20	16	3100
5	20	17	500
5	20	18	3600
5	20	19	3300
5	20	20	5200
5	20	70	746000
5	20	NA	1535700
6	0	50	787400
6	0	NA	1590300
6	1	1	1700
6	1	51	786500
6	1	NA	1589500
6	2	1	1100
6	2	2	1700
6	2	52	786200
6	2	NA	1588700
6	3	1	2200
6	3	2	1100
6	3	3	1700
6	3	53	785400
6	3	NA	1587300
6	4	1	4700
6	4	2	2200
6	4	3	1100
6	4	4	1700
6	4	54	782500
6	4	NA	1585500
6	5	1	2300
6	5	2	4700
6	5	3	2200
6	5	4	1100
6	5	5	1700
6	5	55	781500
6	5	NA	1584200
6	6	1	3400
6	6	2	2300
6	6	3	4600
6	6	4	2200
6	6	5	1100
6	6	6	1700
6	6	56	779700
6	6	NA	1582700
6	7	1	2700
6	7	2	3400
6	7	3	2300
6	7	4	4600
6	7	5	2200
6	7	6	1100
6	7	7	1700
6	7	57	778900
6	7	NA	1580800
6	8	1	17100
6	8	2	2700
6	8	3	3300
6	8	4	2300
6	8	5	4600
6	8	6	2200
6	8	7	1100
6	8	8	1700
6	8	58	770900
6	8	NA	1571800
6	9	1	4200
6	9	2	17000
6	9	3	2700
6	9	4	3300
6	9	5	2300
6	9	6	4600
6	9	7	2200
6	9	8	1100
6	9	9	1700
6	9	59	769400
6	9	NA	1569200
6	10	1	2600
6	10	2	4200
6	10	3	17000
6	10	4	2700
6	10	5	3300
6	10	6	2300
6	10	7	4500
6	10	8	2200
6	10	9	1100
6	10	10	1700
6	10	60	768500
6	10	NA	1567600
6	11	1	1900
6	11	2	2600
6	11	3	4200
6	11	4	17000
6	11	5	2700
6	11	6	3200
6	11	7	2300
6	11	8	4500
6	11	9	2200
6	11	10	1100
6	11	11	1700
6	11	61	767700
6	11	NA	1566600
6	12	1	25200
6	12	2	1900
6	12	3	2600
6	12	4	4100
6	12	5	16800
6	12	6	2500
6	12	7	3100
6	12	8	2300
6	12	9	4400
6	12	10	2100
6	12	11	1100
6	12	12	1500
6	12	62	755700
6	12	NA	1554400
6	13	1	7900
6	13	2	24700
6	13	3	1900
6	13	4	2500
6	13	5	4100
6	13	6	16800
6	13	7	2500
6	13	8	3100
6	13	9	2300
6	13	10	4300
6	13	11	2100
6	13	12	1100
6	13	13	1400
6	13	63	752200
6	13	NA	1550800
6	14	1	1500
6	14	2	7900
6	14	3	24700
6	14	4	1900
6	14	5	2500
6	14	6	4100
6	14	7	16800
6	14	8	2500
6	14	9	3100
6	14	10	2300
6	14	11	4300
6	14	12	2100
6	14	13	1100
6	14	14	1400
6	14	64	751600
6	14	NA	1549900
6	15	1	1300
6	15	2	1500
6	15	3	7900
6	15	4	24700
6	15	5	1900
6	15	6	2500
6	15	7	4100
6	15	8	16800
6	15	9	2500
6	15	10	3100
6	15	11	2300
6	15	12	4300
6	15	13	2100
6	15	14	1100
6	15	15	1400
6	15	65	751000
6	15	NA	1549200
6	16	1	4500
6	16	2	1300
6	16	3	1500
6	16	4	7900
6	16	5	24700
6	16	6	1900
6	16	7	2500
6	16	8	4100
6	16	9	16800
6	16	10	2500
6	16	11	3100
6	16	12	2200
6	16	13	4300
6	16	14	2100
6	16	15	1100
6	16	16	1400
6	16	66	748700
6	16	NA	1547100
6	17	1	3200
6	17	2	4500
6	17	3	1300
6	17	4	1500
6	17	5	7900
6	17	6	24600
6	17	7	1900
6	17	8	2500
6	17	9	4100
6	17	10	16800
6	17	11	2500
6	17	12	3100
6	17	13	2200
6	17	14	4300
6	17	15	2100
6	17	16	1100
6	17	17	1400
6	17	67	747200
6	17	NA	1545500
6	18	1	1700
6	18	2	3100
6	18	3	4500
6	18	4	1300
6	18	5	1500
6	18	6	7900
6	18	7	24600
6	18	8	1900
6	18	9	2500
6	18	10	4100
6	18	11	16800
6	18	12	2500
6	18	13	3100
6	18	14	2200
6	18	15	4300
6	18	16	2100
6	18	17	1100
6	18	18	1400
6	18	68	746600
6	18	NA	1544500
6	19	1	3600
6	19	2	1700
6	19	3	3100
6	19	4	4500
6	19	5	1200
6	19	6	1500
6	19	7	7900
6	19	8	24600
6	19	9	1900
6	19	10	2500
6	19	11	4100
6	19	12	16800
6	19	13	2500
6	19	14	3100
6	19	15	2200
6	19	16	4300
6	19	17	2100
6	19	18	1100
6	19	19	1400
6	19	69	745100
6	19	NA	1542500
6	20	1	2100
6	20	2	3600
6	20	3	1700
6	20	4	3100
6	20	5	4500
6	20	6	1200
6	20	7	1500
6	20	8	7900
6	20	9	24600
6	20	10	1900
6	20	11	2500
6	20	12	4100
6	20	13	16800
6	20	14	2500
6	20	15	3100
6	20	16	2200
6	20	17	4300
6	20	18	2100
6	20	19	1100
6	20	20	1400
6	20	70	744700
6	20	NA	1540800
7	0	50	787400
7	0	NA	1590300
7	1	1	1600
7	1	51	786500
7	1	NA	1589600
7	2	1	2000
7	2	2	1600
7	2	52	785400
7	2	NA	1588700
7	3	1	4900
7	3	2	2000
7	3	3	1600
7	3	53	783000
7	3	NA	1586200
7	4	1	19700
7	4	2	4900
7	4	3	1900
