run	year	tschg	area
2	11	11	800
2	11	61	712700
2	11	NA	1545400
2	12	1	14300
2	12	2	3100
2	12	3	2500
2	12	4	6100
2	12	5	31300
2	12	6	18200
2	12	7	4600
2	12	8	6900
2	12	9	24200
2	12	10	8800
2	12	11	11200
2	12	12	800
2	12	62	704100
2	12	NA	1541600
2	13	1	14800
2	13	2	14200
2	13	3	3100
2	13	4	2400
2	13	5	6100
2	13	6	30900
2	13	7	18200
2	13	8	4600
2	13	9	6900
2	13	10	24000
2	13	11	8700
2	13	12	11100
2	13	13	800
2	13	63	696900
2	13	NA	1535000
2	14	1	17400
2	14	2	14700
2	14	3	14200
2	14	4	3100
2	14	5	2400
2	14	6	6000
2	14	7	30900
2	14	8	18200
2	14	9	4600
2	14	10	6900
2	14	11	23000
2	14	12	8600
2	14	13	10900
2	14	14	800
2	14	64	689200
2	14	NA	1526800
2	15	1	10300
2	15	2	17400
2	15	3	14600
2	15	4	14100
2	15	5	3100
2	15	6	2400
2	15	7	5900
2	15	8	30600
2	15	9	18100
2	15	10	4600
2	15	11	6800
2	15	12	22900
2	15	13	8500
2	15	14	10600
2	15	15	800
2	15	65	683400
2	15	NA	1523600
2	16	1	2100
2	16	2	10300
2	16	3	17300
2	16	4	14600
2	16	5	14100
2	16	6	3100
2	16	7	2400
2	16	8	5900
2	16	9	30500
2	16	10	18000
2	16	11	4600
2	16	12	6600
2	16	13	22800
2	16	14	8500
2	16	15	10600
2	16	16	800
2	16	66	682700
2	16	NA	1522800
2	17	1	5200
2	17	2	2100
2	17	3	10300
2	17	4	17300
2	17	5	14600
2	17	6	14100
2	17	7	3100
2	17	8	2400
2	17	9	5800
2	17	10	30400
2	17	11	18000
2	17	12	4600
2	17	13	6600
2	17	14	22800
2	17	15	8500
2	17	16	10600
2	17	17	800
2	17	67	680000
2	17	NA	1520500
2	18	1	2600
2	18	2	5200
2	18	3	2100
2	18	4	10300
2	18	5	17300
2	18	6	14600
2	18	7	14100
2	18	8	3100
2	18	9	2400
2	18	10	5800
2	18	11	30300
2	18	12	18000
2	18	13	4600
2	18	14	6600
2	18	15	22700
2	18	16	8500
2	18	17	10600
2	18	18	800
2	18	68	678900
2	18	NA	1519200
2	19	1	2400
2	19	2	2600
2	19	3	5100
2	19	4	2100
2	19	5	10300
2	19	6	17300
2	19	7	14600
2	19	8	14100
2	19	9	3100
2	19	10	2400
2	19	11	5800
2	19	12	30300
2	19	13	18000
2	19	14	4600
2	19	15	6600
2	19	16	22500
2	19	17	8500
2	19	18	10600
2	19	19	800
2	19	69	677500
2	19	NA	1518500
2	20	1	8500
2	20	2	2400
2	20	3	2600
2	20	4	5100
2	20	5	2100
2	20	6	10300
2	20	7	17100
2	20	8	14600
2	20	9	14100
2	20	10	3100
2	20	11	2400
2	20	12	5800
2	20	13	30100
2	20	14	17800
2	20	15	4600
2	20	16	6600
2	20	17	22300
2	20	18	8500
2	20	19	10600
2	20	20	800
2	20	70	673600
2	20	NA	1514700
3	0	50	787400
3	0	NA	1590300
3	1	1	5400
3	1	51	784200
3	1	NA	1588100
3	2	1	8900
3	2	2	5300
3	2	52	779200
3	2	NA	1584300
3	3	1	4600
3	3	2	8900
3	3	3	5300
3	3	53	776600
3	3	NA	1582300
3	4	1	4900
3	4	2	4600
3	4	3	8900
3	4	4	5300
3	4	54	773200
3	4	NA	1580800
3	5	1	3500
3	5	2	4900
3	5	3	4600
3	5	4	8900
3	5	5	5300
3	5	55	771500
3	5	NA	1579000
3	6	1	7800
3	6	2	3500
3	6	3	4900
3	6	4	4600
3	6	5	8900
3	6	6	5200
3	6	56	766500
3	6	NA	1576300
3	7	1	2000
3	7	2	7800
3	7	3	3500
3	7	4	4900
3	7	5	4500
3	7	6	8900
3	7	7	5200
3	7	57	765300
3	7	NA	1575600
3	8	1	3200
3	8	2	2000
3	8	3	7800
3	8	4	3500
3	8	5	4900
3	8	6	4500
3	8	7	8800
3	8	8	5200
3	8	58	762800
3	8	NA	1575000
3	9	1	4500
3	9	2	3100
3	9	3	2000
3	9	4	7700
3	9	5	3500
3	9	6	4900
3	9	7	4500
3	9	8	8800
3	9	9	5200
3	9	59	760000
3	9	NA	1573500
3	10	1	4200
3	10	2	4500
3	10	3	3100
3	10	4	2000
3	10	5	7600
3	10	6	3500
3	10	7	4900
3	10	8	4500
3	10	9	8800
3	10	10	5200
3	10	60	757200
3	10	NA	1572200
3	11	1	800
3	11	2	4200
3	11	3	4500
3	11	4	3100
3	11	5	2000
3	11	6	7600
3	11	7	3500
3	11	8	4900
3	11	9	4500
3	11	10	8800
3	11	11	5200
3	11	61	756500
3	11	NA	1572100
3	12	1	5100
3	12	2	800
3	12	3	4200
3	12	4	4500
3	12	5	3100
3	12	6	2000
3	12	7	7600
3	12	8	3500
3	12	9	4900
3	12	10	4500
3	12	11	8800
3	12	12	5200
3	12	62	752600
3	12	NA	1570900
3	13	1	6900
3	13	2	5100
3	13	3	800
3	13	4	4100
3	13	5	4400
3	13	6	3100
3	13	7	2000
3	13	8	7600
3	13	9	3500
3	13	10	4900
3	13	11	4500
3	13	12	8800
3	13	13	5200
3	13	63	749200
3	13	NA	1567600
3	14	1	3900
3	14	2	6900
3	14	3	5100
3	14	4	800
3	14	5	4100
3	14	6	4400
3	14	7	3100
3	14	8	2000
3	14	9	7600
3	14	10	3500
3	14	11	4900
3	14	12	4500
3	14	13	8800
3	14	14	5100
3	14	64	747100
3	14	NA	1565900
3	15	1	6000
3	15	2	3900
3	15	3	6800
3	15	4	5100
3	15	5	800
3	15	6	4000
3	15	7	4400
3	15	8	3100
3	15	9	2000
3	15	10	7600
3	15	11	3500
3	15	12	4900
3	15	13	4500
3	15	14	8600
3	15	15	5100
3	15	65	743800
3	15	NA	1563600
3	16	1	6500
3	16	2	6000
3	16	3	3900
3	16	4	6800
3	16	5	5000
3	16	6	800
3	16	7	4000
3	16	8	4400
3	16	9	3100
3	16	10	2000
3	16	11	7500
3	16	12	3500
3	16	13	4900
3	16	14	4500
3	16	15	8500
3	16	16	5100
3	16	66	739700
3	16	NA	1561500
3	17	1	7300
3	17	2	6500
3	17	3	5800
3	17	4	3900
3	17	5	6800
3	17	6	5000
3	17	7	800
3	17	8	3900
3	17	9	4400
3	17	10	2700
3	17	11	2000
3	17	12	7400
3	17	13	3500
3	17	14	4800
3	17	15	4500
3	17	16	8500
3	17	17	5100
3	17	67	735900
3	17	NA	1558900
3	18	1	6300
3	18	2	7300
3	18	3	6500
3	18	4	5700
3	18	5	3900
3	18	6	6800
3	18	7	5000
3	18	8	800
3	18	9	3900
3	18	10	4400
3	18	11	2700
3	18	12	2000
3	18	13	7400
3	18	14	3500
3	18	15	4800
3	18	16	4500
3	18	17	8400
3	18	18	5100
3	18	68	732100
3	18	NA	1556600
3	19	1	2400
3	19	2	6200
3	19	3	7200
3	19	4	6400
3	19	5	5700
3	19	6	3900
3	19	7	6800
3	19	8	5000
3	19	9	800
3	19	10	3900
3	19	11	4300
3	19	12	2700
3	19	13	2000
3	19	14	7400
3	19	15	3500
3	19	16	4800
3	19	17	4500
3	19	18	8300
3	19	19	5100
3	19	69	730900
3	19	NA	1555900
3	20	1	3200
3	20	2	2400
3	20	3	6200
3	20	4	7200
3	20	5	6400
3	20	6	5700
3	20	7	3900
3	20	8	6800
3	20	9	5000
3	20	10	800
3	20	11	3900
3	20	12	4300
3	20	13	2700
3	20	14	2000
3	20	15	7400
3	20	16	3500
3	20	17	4800
3	20	18	4500
3	20	19	8300
3	20	20	5100
3	20	70	728300
3	20	NA	1555300
4	0	50	787400
4	0	NA	1590300
4	1	1	16900
4	1	51	775800
4	1	NA	1585000
4	2	1	6600
4	2	2	16900
4	2	52	772000
4	2	NA	1582200
4	3	1	7900
4	3	2	6600
4	3	3	16900
4	3	53	766400
4	3	NA	1579900
4	4	1	17400
4	4	2	7900
4	4	3	6500
4	4	4	16600
4	4	54	755200
4	4	NA	1574100
4	5	1	5700
4	5	2	17400
4	5	3	7900
4	5	4	6500
4	5	5	16600
4	5	55	751200
4	5	NA	1572400
4	6	1	4200
4	6	2	5700
4	6	3	17300
4	6	4	7800
4	6	5	6500
4	6	6	16600
4	6	56	748200
4	6	NA	1571400
4	7	1	5300
4	7	2	4200
4	7	3	5700
4	7	4	17300
4	7	5	7800
4	7	6	6500
4	7	7	16600
4	7	57	745100
4	7	NA	1569200
4	8	1	4500
4	8	2	5300
4	8	3	4100
4	8	4	5700
4	8	5	17300
4	8	6	7700
4	8	7	6500
4	8	8	16600
4	8	58	742500
4	8	NA	1567500
4	9	1	1600
4	9	2	4500
4	9	3	5300
4	9	4	4100
4	9	5	5700
4	9	6	17300
4	9	7	7700
4	9	8	6500
4	9	9	16600
4	9	59	741700
4	9	NA	1566700
4	10	1	6000
4	10	2	1600
4	10	3	4500
4	10	4	5300
4	10	5	4100
4	10	6	5700
4	10	7	17000
4	10	8	7600
4	10	9	6500
4	10	10	16500
4	10	60	738200
4	10	NA	1564700
4	11	1	6600
4	11	2	6000
4	11	3	1600
4	11	4	4500
4	11	5	5300
4	11	6	4100
4	11	7	5700
4	11	8	16800
4	11	9	7600
4	11	10	6500
4	11	11	16100
4	11	61	734100
4	11	NA	1562800
4	12	1	6000
4	12	2	6600
4	12	3	5800
4	12	4	1600
4	12	5	4500
4	12	6	5300
4	12	7	4100
4	12	8	5700
4	12	9	16700
4	12	10	7400
4	12	11	6500
4	12	12	15900
4	12	62	730400
4	12	NA	1561200
4	13	1	3800
4	13	2	5900
4	13	3	6600
4	13	4	5800
4	13	5	1600
4	13	6	4500
4	13	7	5300
4	13	8	4100
4	13	9	5700
4	13	10	16700
4	13	11	7300
4	13	12	6500
4	13	13	15700
4	13	63	728400
4	13	NA	1559800
4	14	1	2600
4	14	2	3800
4	14	3	5700
4	14	4	6600
4	14	5	5800
4	14	6	1600
4	14	7	4500
4	14	8	5100
4	14	9	4100
4	14	10	5700
4	14	11	16700
4	14	12	7300
4	14	13	6500
4	14	14	15700
4	14	64	726900
4	14	NA	1559100
4	15	1	6400
4	15	2	2600
4	15	3	3800
4	15	4	5600
4	15	5	6600
4	15	6	5800
4	15	7	1600
4	15	8	4500
4	15	9	5100
4	15	10	4100
4	15	11	5700
4	15	12	16700
4	15	13	7300
4	15	14	6500
4	15	15	15600
4	15	65	723500
4	15	NA	1556300
4	16	1	8600
4	16	2	6400
4	16	3	2600
4	16	4	3800
4	16	5	5600
4	16	6	6600
4	16	7	5600
4	16	8	1600
4	16	9	4500
4	16	10	5100
4	16	11	4100
4	16	12	5600
4	16	13	16700
4	16	14	7300
4	16	15	6400
4	16	16	15500
4	16	66	719300
4	16	NA	1552400
4	17	1	20100
4	17	2	8600
4	17	3	6400
4	17	4	2500
4	17	5	3700
4	17	6	5600
4	17	7	6600
4	17	8	5600
4	17	9	1600
4	17	10	4500
4	17	11	5100
4	17	12	4000
4	17	13	5500
4	17	14	16300
4	17	15	7300
4	17	16	6400
4	17	17	15400
4	17	67	707700
4	17	NA	1544800
4	18	1	2000
4	18	2	20100
4	18	3	8600
4	18	4	6300
4	18	5	2500
4	18	6	3700
4	18	7	5600
4	18	8	6600
4	18	9	5600
4	18	10	1600
4	18	11	4500
4	18	12	5000
4	18	13	4000
4	18	14	5400
4	18	15	16200
4	18	16	7300
4	18	17	6400
4	18	18	15400
4	18	68	706800
4	18	NA	1544100
4	19	1	3700
4	19	2	2000
4	19	3	20100
4	19	4	8600
4	19	5	6300
4	19	6	2500
4	19	7	3700
4	19	8	5600
4	19	9	6600
4	19	10	5600
4	19	11	1600
4	19	12	4500
4	19	13	4900
4	19	14	4000
4	19	15	5400
4	19	16	16100
4	19	17	7300
4	19	18	6400
4	19	19	15400
4	19	69	705200
4	19	NA	1542200
4	20	1	11800
4	20	2	3700
4	20	3	2000
4	20	4	20000
4	20	5	8600
4	20	6	6300
4	20	7	2500
4	20	8	3700
4	20	9	5600
4	20	10	6600
4	20	11	5400
4	20	12	1600
4	20	13	4500
4	20	14	4800
4	20	15	4000
4	20	16	5300
4	20	17	15400
4	20	18	6800
4	20	19	6300
4	20	20	14700
4	20	70	698600
4	20	NA	1539500
5	0	50	787400
5	0	NA	1590300
5	1	1	4500
5	1	51	785000
5	1	NA	1588200
5	2	1	14800
5	2	2	4500
5	2	52	775400
5	2	NA	1583000
5	3	1	5300
5	3	2	14800
5	3	3	4500
5	3	53	771900
5	3	NA	1581200
5	4	1	5900
5	4	2	5300
5	4	3	14800
5	4	4	4500
5	4	54	767400
5	4	NA	1579800
5	5	1	7100
5	5	2	5900
5	5	3	5300
5	5	4	14700
5	5	5	4500
5	5	55	762200
5	5	NA	1578000
5	6	1	2800
5	6	2	7100
5	6	3	5900
5	6	4	5300
5	6	5	14600
5	6	6	4500
5	6	56	759900
5	6	NA	1577600
5	7	1	8700
5	7	2	2700
5	7	3	7100
5	7	4	5800
5	7	5	5300
5	7	6	14600
5	7	7	4500
5	7	57	755500
5	7	NA	1573500
5	8	1	3700
5	8	2	8700
5	8	3	2700
5	8	4	7100
5	8	5	5800
5	8	6	5300
5	8	7	14600
5	8	8	4500
5	8	58	753700
5	8	NA	1571600
5	9	1	3000
5	9	2	3700
5	9	3	8700
5	9	4	2700
5	9	5	7100
5	9	6	5800
5	9	7	5300
5	9	8	14600
5	9	9	4500
5	9	59	751700
5	9	NA	1570600
5	10	1	3200
5	10	2	2900
5	10	3	3700
5	10	4	8700
5	10	5	2700
5	10	6	7100
5	10	7	5800
5	10	8	5300
5	10	9	14500
5	10	10	4500
5	10	60	749500
5	10	NA	1569800
5	11	1	27900
5	11	2	3100
5	11	3	2900
5	11	4	3600
5	11	5	8700
5	11	6	2600
5	11	7	7100
5	11	8	5800
5	11	9	5300
5	11	10	14000
5	11	11	4300
5	11	61	731300
5	11	NA	1561100
5	12	1	700
5	12	2	27900
5	12	3	3100
5	12	4	2900
5	12	5	3600
5	12	6	8700
5	12	7	2600
5	12	8	7100
5	12	9	5800
5	12	10	5300
5	12	11	14000
5	12	12	4300
5	12	62	730800
5	12	NA	1560900
5	13	1	32000
5	13	2	700
5	13	3	27200
5	13	4	3000
5	13	5	2900
5	13	6	3600
5	13	7	8500
5	13	8	2500
5	13	9	6800
5	13	10	5800
5	13	11	5000
5	13	12	13400
5	13	13	4300
5	13	63	711300
5	13	NA	1550700
5	14	1	16600
5	14	2	31300
5	14	3	700
5	14	4	26700
5	14	5	3000
5	14	6	2900
5	14	7	3600
5	14	8	8400
5	14	9	2500
5	14	10	6300
5	14	11	5300
5	14	12	4900
5	14	13	13200
5	14	14	4200
5	14	64	702900
5	14	NA	1545200
5	15	1	1900
5	15	2	16600
5	15	3	31300
5	15	4	700
5	15	5	26700
5	15	6	3000
5	15	7	2900
5	15	8	3600
5	15	9	8400
5	15	10	2500
5	15	11	6300
5	15	12	5200
5	15	13	4900
5	15	14	13200
5	15	15	4200
5	15	65	701800
5	15	NA	1544500
5	16	1	29700
5	16	2	1900
5	16	3	16100
5	16	4	30300
5	16	5	700
5	16	6	25700
5	16	7	2700
5	16	8	2800
5	16	9	3600
5	16	10	8000
5	16	11	2400
5	16	12	5900
5	16	13	5200
5	16	14	4100
5	16	15	12700
5	16	16	4200
5	16	66	685500
5	16	NA	1536200
5	17	1	3600
5	17	2	29600
5	17	3	1900
5	17	4	16100
5	17	5	30300
5	17	6	700
5	17	7	25600
5	17	8	2700
5	17	9	2800
5	17	10	3600
5	17	11	8000
5	17	12	2400
5	17	13	5800
5	17	14	5200
5	17	15	4100
5	17	16	12700
5	17	17	4200
5	17	67	683300
5	17	NA	1535100
5	18	1	14000
5	18	2	3600
5	18	3	29100
5	18	4	1900
5	18	5	15700
5	18	6	29800
5	18	7	700
5	18	8	25200
5	18	9	2700
5	18	10	2600
5	18	11	3600
5	18	12	7600
5	18	13	2300
5	18	14	5800
5	18	15	5100
5	18	16	4000
5	18	17	12400
5	18	18	4200
5	18	68	676500
5	18	NA	1530900
5	19	1	4300
5	19	2	14000
5	19	3	3600
5	19	4	29000
5	19	5	1900
5	19	6	15700
5	19	7	29700
5	19	8	700
5	19	9	25100
5	19	10	2700
5	19	11	2600
5	19	12	3600
5	19	13	7600
5	19	14	2300
5	19	15	5800
5	19	16	5100
5	19	17	4000
5	19	18	12400
5	19	19	4200
5	19	69	674100
5	19	NA	1529300
5	20	1	10800
5	20	2	4300
5	20	3	13800
5	20	4	3600
5	20	5	28800
5	20	6	1800
5	20	7	15600
5	20	8	29600
5	20	9	700
5	20	10	24500
5	20	11	2700
5	20	12	2600
5	20	13	3600
5	20	14	7300
5	20	15	2300
5	20	16	5700
5	20	17	5100
5	20	18	3900
5	20	19	12400
5	20	20	4100
5	20	70	668400
5	20	NA	1526100
6	0	50	787400
6	0	NA	1590300
6	1	1	8300
6	1	51	782000
6	1	NA	1587400
6	2	1	3500
6	2	2	8300
6	2	52	779900
6	2	NA	1586000
6	3	1	2000
6	3	2	3500
6	3	3	8300
6	3	53	778500
6	3	NA	1585400
6	4	1	3200
6	4	2	2000
6	4	3	3500
6	4	4	8300
6	4	54	776100
6	4	NA	1584600
6	5	1	4000
6	5	2	3200
6	5	3	2000
6	5	4	3500
6	5	5	8300
6	5	55	774500
6	5	NA	1582200
6	6	1	1200
6	6	2	4000
6	6	3	3200
6	6	4	2000
6	6	5	3500
6	6	6	8300
6	6	56	773500
6	6	NA	1582000
6	7	1	3000
6	7	2	1200
6	7	3	4000
6	7	4	3200
6	7	5	2000
6	7	6	3500
6	7	7	8300
6	7	57	771900
6	7	NA	1580600
6	8	1	2100
6	8	2	3000
6	8	3	1200
6	8	4	4000
6	8	5	3200
6	8	6	2000
6	8	7	3500
6	8	8	8300
6	8	58	770700
6	8	NA	1579700
6	9	1	5100
6	9	2	2100
6	9	3	2900
6	9	4	1200
6	9	5	4000
6	9	6	3200
6	9	7	2000
6	9	8	3500
6	9	9	8300
6	9	59	767400
6	9	NA	1578000
6	10	1	5300
6	10	2	5100
6	10	3	2100
6	10	4	2900
6	10	5	1200
6	10	6	4000
6	10	7	3200
6	10	8	2000
6	10	9	3400
6	10	10	8300
6	10	60	764100
6	10	NA	1576100
6	11	1	5300
6	11	2	5300
6	11	3	5100
6	11	4	2000
6	11	5	2900
6	11	6	1200
6	11	7	4000
6	11	8	3200
6	11	9	2000
6	11	10	3400
6	11	11	8300
6	11	61	760500
6	11	NA	1574500
6	12	1	4900
6	12	2	5200
6	12	3	5200
6	12	4	5100
6	12	5	2000
6	12	6	2900
6	12	7	1200
6	12	8	4000
6	12	9	3200
6	12	10	2000
6	12	11	3400
6	12	12	8300
6	12	62	757800
6	12	NA	1572500
6	13	1	8000
6	13	2	4800
6	13	3	5200
6	13	4	5200
6	13	5	5100
6	13	6	2000
6	13	7	2900
6	13	8	1200
6	13	9	4000
6	13	10	3200
6	13	11	2000
6	13	12	3400
6	13	13	8300
6	13	63	752900
6	13	NA	1569500
6	14	1	500
6	14	2	8000
6	14	3	4800
6	14	4	5200
6	14	5	5200
6	14	6	5100
6	14	7	2000
6	14	8	2900
6	14	9	1200
6	14	10	4000
6	14	11	3200
6	14	12	2000
6	14	13	3400
6	14	14	8300
6	14	64	752500
6	14	NA	1569400
6	15	1	1300
6	15	2	500
6	15	3	8000
6	15	4	4800
6	15	5	5200
6	15	6	5200
6	15	7	5100
6	15	8	2000
6	15	9	2900
6	15	10	1200
6	15	11	4000
6	15	12	3200
6	15	13	2000
6	15	14	3400
6	15	15	8300
6	15	65	751600
6	15	NA	1569000
6	16	1	2800
6	16	2	1300
6	16	3	500
6	16	4	8000
6	16	5	4700
6	16	6	5200
6	16	7	5100
6	16	8	5100
6	16	9	2000
6	16	10	2900
6	16	11	1200
6	16	12	4000
6	16	13	3200
6	16	14	2000
6	16	15	3400
6	16	16	8300
6	16	66	749900
6	16	NA	1568100
6	17	1	6000
6	17	2	2800
6	17	3	1300
6	17	4	500
6	17	5	8000
6	17	6	4700
6	17	7	5200
6	17	8	5000
6	17	9	5000
6	17	10	2000
6	17	11	2900
6	17	12	1200
6	17	13	3900
6	17	14	3200
6	17	15	2000
6	17	16	3400
6	17	17	8200
6	17	67	747100
6	17	NA	1565300
6	18	1	27100
6	18	2	6000
6	18	3	2800
6	18	4	1300
6	18	5	400
6	18	6	8000
6	18	7	4700
6	18	8	5200
6	18	9	5000
6	18	10	5000
6	18	11	2000
6	18	12	2700
6	18	13	1100
6	18	14	3900
6	18	15	2900
6	18	16	1700
6	18	17	3400
6	18	18	7700
6	18	68	731300
6	18	NA	1555500
6	19	1	11400
6	19	2	26800
6	19	3	5900
6	19	4	2700
6	19	5	1300
6	19	6	400
6	19	7	8000
6	19	8	4700
6	19	9	5200
6	19	10	4900
6	19	11	5000
6	19	12	2000
6	19	13	2700
6	19	14	1100
6	19	15	3900
6	19	16	2700
6	19	17	1700
6	19	18	3400
6	19	19	7500
6	19	69	726100
6	19	NA	1550300
6	20	1	7900
6	20	2	11400
6	20	3	26700
6	20	4	5900
6	20	5	2700
6	20	6	1300
6	20	7	400
6	20	8	8000
6	20	9	4700
6	20	10	5200
6	20	11	4900
6	20	12	5000
6	20	13	2000
6	20	14	2700
6	20	15	1100
6	20	16	3900
6	20	17	2600
6	20	18	1700
6	20	19	3400
6	20	20	7500
6	20	70	721400
6	20	NA	1547300
7	0	50	787400
7	0	NA	1590300
7	1	1	6000
7	1	51	784300
7	1	NA	1587400
7	2	1	4000
7	2	2	6000
7	2	52	781900
7	2	NA	1585800
7	3	1	4800
7	3	2	3900
7	3	3	6000
7	3	53	779000
7	3	NA	1584000
7	4	1	12900
7	4	2	4800
7	4	3	3900
